epoch,train_loss,val_loss,val_r2,val_pearson,val_mae_avg,grad_norm,lr,MAE_Phys_P0,MAE_Phys_P1,MAE_Phys_P2
1,0.49524705783246803,0.19681479055670242,0.8036063313484192,0.9117377400398254,0.1972395,2.3829329320417045,0.001,0.2957204,0.23186709,0.06413104
2,0.1634363777721271,0.0965081166617478,0.9038073420524597,0.9535195231437683,0.1554874,1.3787637966128583,0.001,0.22600892,0.19973743,0.04071588
3,0.11041051358841479,0.06964626191537591,0.9305543899536133,0.9663111567497253,0.124475814,1.0246794350421466,0.001,0.17511784,0.16464487,0.03366476
4,0.08814134689184805,0.05244621445861044,0.9477584362030029,0.973383903503418,0.09505222,0.8254926668378872,0.001,0.1524514,0.1039908,0.028714482
5,0.07670782168452352,0.06196007547499258,0.9383230209350586,0.9739665389060974,0.12677164,0.7024938331815762,0.001,0.20317847,0.14901441,0.028122034
6,0.06744679703880042,0.04891817177398295,0.9512548446655273,0.9764447212219238,0.089803286,0.6360193971818248,0.001,0.14810087,0.09346679,0.027842214
7,0.058329524323582266,0.036011804508257514,0.9641404151916504,0.9832770228385925,0.08658718,0.5965220713482117,0.001,0.14565228,0.09130964,0.02279962
8,0.050014288661578976,0.030361465260952333,0.9697621464729309,0.9850661158561707,0.0747521,0.5434263808468279,0.001,0.117349245,0.084584296,0.022322765
9,0.04319498104790148,0.027775845950162862,0.9723733067512512,0.9872128367424011,0.077871986,0.4984018466057488,0.001,0.12654667,0.087535724,0.019533573
10,0.037414057186236395,0.02511181257948091,0.974994957447052,0.9878568649291992,0.07329927,0.43638642484578083,0.001,0.10795511,0.09247393,0.019468753
11,0.033354762263191395,0.02416022518013097,0.9759411811828613,0.989039421081543,0.077985995,0.3856171752317264,0.001,0.103555106,0.11133725,0.019065633
12,0.03140352937741021,0.022059926503821263,0.9780583381652832,0.9891552329063416,0.068915084,0.41390945531499274,0.001,0.102084346,0.0861191,0.018541798
13,0.027951472102643583,0.02511811558204361,0.9750275611877441,0.9909045696258545,0.08313582,0.369252832172016,0.001,0.14992008,0.08100721,0.018480163
14,0.025948637209761257,0.02380824994437302,0.9762859344482422,0.9897475242614746,0.081681974,0.3519893551406007,0.001,0.10188423,0.12556183,0.017599871
15,0.024434577161892533,0.017807779432852056,0.9822986125946045,0.9919092059135437,0.067430414,0.3499878072224486,0.001,0.090272665,0.09636181,0.01565676
16,0.022914830107277576,0.01664655721640285,0.983443021774292,0.9917691349983215,0.0564568,0.33681598462807105,0.001,0.08464135,0.069214284,0.015514755
17,0.02211450387875493,0.017555577845513065,0.9825525283813477,0.9924424290657043,0.07271891,0.3448343371716551,0.001,0.102946565,0.1001675,0.015042674
18,0.020008528956209127,0.013438746898989135,0.9866310954093933,0.993539571762085,0.05365147,0.3042021965066465,0.001,0.067788504,0.07910197,0.014063941
19,0.01935725166393926,0.012167205538930772,0.9878994822502136,0.9940895438194275,0.049033303,0.3043157768706544,0.001,0.06906034,0.06512056,0.01291901
20,0.017932581063657523,0.012750857993017268,0.9873284697532654,0.9942938685417175,0.052218664,0.2807518821269179,0.001,0.071529835,0.07136209,0.013764075
21,0.017073600817793095,0.01718138592152656,0.9829173684120178,0.9931982159614563,0.054457385,0.2819612394696988,0.001,0.076732025,0.07113769,0.015502453
22,0.016289413927462155,0.014543497109714943,0.9855477213859558,0.9939894080162048,0.064294055,0.2740022290390901,0.001,0.07833375,0.10015038,0.014398038
23,0.01587234594570562,0.010634694672838042,0.9894404411315918,0.9948650002479553,0.04710485,0.2624857261681709,0.001,0.06284818,0.0667554,0.011710965
24,0.015512445102484462,0.010731345490564275,0.9893417954444885,0.9947540760040283,0.045705717,0.2827184468079299,0.001,0.06642226,0.058722746,0.011972144
25,0.014135002709044435,0.012091864513445504,0.9879725575447083,0.9946551322937012,0.052966014,0.2416886460904877,0.001,0.072501786,0.073873654,0.012522589
26,0.013642490862276608,0.010035655166529402,0.9900261759757996,0.9953421950340271,0.04885468,0.2500408179700946,0.001,0.06753691,0.0680048,0.011022337
27,0.013108535315662908,0.009101499485064156,0.9909703135490417,0.9956355690956116,0.042854656,0.24073170694394613,0.001,0.05685005,0.060933,0.01078091
28,0.012830286361158084,0.008884817739076253,0.9911794662475586,0.9957264065742493,0.042739745,0.23567130221440769,0.001,0.05735611,0.060252868,0.010610257
29,0.012261404397007757,0.009359374830994424,0.9906905293464661,0.9956469535827637,0.04869242,0.2182597467979303,0.001,0.057315454,0.078296445,0.010465368
30,0.011846341264133637,0.009917813011362582,0.9901406168937683,0.9955537915229797,0.05134904,0.22783943708426654,0.001,0.059782922,0.0829213,0.0113429
31,0.011333660576671076,0.008034339433983911,0.9920446872711182,0.9961172938346863,0.03917049,0.21227662089152838,0.001,0.053742826,0.053750593,0.01001805
32,0.01104598151990019,0.007448268842093552,0.9925979971885681,0.9963952898979187,0.03718226,0.2082085469231819,0.001,0.049847398,0.05235923,0.009340145
33,0.01062770849599625,0.008287064636809916,0.9917728304862976,0.9959933757781982,0.04123124,0.20416677895540628,0.001,0.058543906,0.055667564,0.009482259
34,0.01052556479700838,0.008792278132861174,0.9912571907043457,0.9961889386177063,0.04263786,0.2049236095989474,0.001,0.05887982,0.058238506,0.010795247
35,0.010015138802817835,0.009007591235486768,0.9910411834716797,0.9959815144538879,0.040328283,0.1916423414747555,0.001,0.05121149,0.05939145,0.010381904
36,0.009729562095178964,0.007423284687573397,0.99261075258255,0.9963293671607971,0.035724074,0.19010318161104434,0.001,0.05167336,0.04603217,0.009466694
37,0.009873729925186108,0.007962924770162076,0.9920914173126221,0.9961347579956055,0.03772567,0.19921466653434614,0.001,0.05324629,0.05045571,0.009475005
38,0.009061311380550885,0.007914262481882602,0.9921239018440247,0.996155321598053,0.041955065,0.17276861413884848,0.001,0.05234771,0.064187296,0.009330189
39,0.008939104720045584,0.007633680784249607,0.9924243092536926,0.9962992072105408,0.03970831,0.17908017446819585,0.001,0.056489184,0.053471074,0.009164666
40,0.00867295341369824,0.00723225180106827,0.9928209185600281,0.9965937733650208,0.03835787,0.174087784494074,0.001,0.05307992,0.052926984,0.009066701
41,0.008515220861465405,0.006973323942739753,0.9930729269981384,0.9966582655906677,0.03681347,0.17232812098420847,0.001,0.051652312,0.05028964,0.008498459
42,0.008100570581210689,0.006823262836359725,0.9932149052619934,0.9966216683387756,0.032753605,0.15852313124524137,0.001,0.044752356,0.04478755,0.00872092
43,0.00787815118369203,0.006764970248258567,0.9932681918144226,0.9967865943908691,0.037425276,0.14773768181808458,0.001,0.050646897,0.052811466,0.008817468
44,0.007994769099421395,0.006363133840923068,0.9936730861663818,0.9968844056129456,0.03495707,0.1590601302945195,0.001,0.046276316,0.05018721,0.008407679
45,0.007956378376141143,0.007139218004443977,0.992906391620636,0.9967190623283386,0.034466516,0.16770469092618162,0.001,0.050356872,0.04366267,0.009379998
46,0.007510284265390219,0.006693692146977292,0.9933428764343262,0.9968164563179016,0.03534327,0.14938485993744846,0.001,0.0465184,0.05100715,0.008504266
47,0.0072478486326174995,0.007100803188130825,0.9929491877555847,0.9966943860054016,0.039739903,0.13939915238001857,0.001,0.052261584,0.058529235,0.008428895
48,0.0071974714724019695,0.006572460826439194,0.9934735298156738,0.9968550801277161,0.035537522,0.14715371542750075,0.001,0.047546692,0.0507812,0.00828468
49,0.007031591555561882,0.006352338609816153,0.9936808943748474,0.9969415664672852,0.033839356,0.1441646397542268,0.001,0.044790916,0.048495725,0.008231429
50,0.006898165510866208,0.00605983598322808,0.9939752221107483,0.9970319271087646,0.034630526,0.1361244637935687,0.001,0.044008303,0.05205815,0.007825124
51,0.0067083203373625635,0.007573710212224647,0.9924570918083191,0.996662437915802,0.035495285,0.13341177652438227,0.001,0.051028084,0.046661656,0.008796121
52,0.006595966534111828,0.006175801723818236,0.9938680529594421,0.997065544128418,0.032770626,0.1333527089641117,0.001,0.044432357,0.045608,0.008271524
53,0.0065991977533212485,0.006920677197130421,0.9931192398071289,0.9966700673103333,0.03456314,0.12580432829717858,0.001,0.045403875,0.0499636,0.008321943
54,0.0065154892187149,0.006716669360293618,0.9933104515075684,0.9969934821128845,0.035668615,0.13460918086262558,0.001,0.044738203,0.053622197,0.008645435
55,0.006494375844352161,0.006756587873531293,0.9932886958122253,0.9968070983886719,0.036268506,0.13284408452268986,0.001,0.045692552,0.0546428,0.008470163
56,0.005210622050129949,0.005379191682308535,0.9946592450141907,0.9974468350410461,0.027933387,0.08748070836162415,0.0005,0.038875364,0.03742502,0.00749978
57,0.004986497921684679,0.005044772655149049,0.9949758648872375,0.9975042939186096,0.02856282,0.0886496838908226,0.0005,0.03892075,0.039703447,0.007064261
58,0.00488139303347554,0.005285617671435392,0.9947403073310852,0.9974239468574524,0.029444816,0.0819876343964007,0.0005,0.039336342,0.04186547,0.0071326313
59,0.005030341041735567,0.005637670242333714,0.9944136142730713,0.9973639845848083,0.03087389,0.09306388218610431,0.0005,0.0435322,0.04179789,0.007291581
60,0.004982507266937353,0.005181074142456055,0.994846522808075,0.9974326491355896,0.02933509,0.09846922975426284,0.0005,0.0382907,0.042503096,0.0072114766
61,0.004910966458792885,0.005617422393605679,0.9944188594818115,0.9973530173301697,0.029874498,0.09797488205349103,0.0005,0.03939199,0.042512953,0.007718551
62,0.004819777446052137,0.004908169372172295,0.9951184391975403,0.9975964426994324,0.028235225,0.09303272461976868,0.0005,0.03806796,0.03964831,0.006989407
63,0.0047070702043965984,0.0052674284464196315,0.9947622418403625,0.9974233508110046,0.030661881,0.08498767331337777,0.0005,0.039972015,0.044807363,0.0072062635
64,0.004741521689076774,0.005084792269936091,0.9949483871459961,0.9974953532218933,0.028899541,0.08841986955402377,0.0005,0.04084967,0.03881456,0.007034394
65,0.004617766069528013,0.0052078411548952515,0.9948141574859619,0.9974613189697266,0.029691316,0.08866050041997775,0.0005,0.042025663,0.039929226,0.0071190605
66,0.0046622585564756545,0.005201759217660638,0.9948218464851379,0.9975011944770813,0.028288469,0.08756478496205311,0.0005,0.040606532,0.036860105,0.00739877
67,0.004611352000373621,0.005090305699577815,0.9949517250061035,0.9975114464759827,0.02867358,0.09114837502471555,0.0005,0.039499752,0.039601583,0.0069194
68,0.004118949079665894,0.004656072281583955,0.9953702092170715,0.9977042078971863,0.02679764,0.06668983626003844,0.00025,0.037481125,0.03632626,0.006585534
69,0.004033707582150785,0.0046510983117019076,0.9953764081001282,0.9976952075958252,0.026061418,0.06951389339166328,0.00025,0.035169054,0.036290925,0.0067242743
70,0.004000400201962017,0.004574599145333978,0.9954466223716736,0.9977322220802307,0.026488839,0.06666967222770563,0.00025,0.035255507,0.037543852,0.0066671576
71,0.003948708692678628,0.004646793573717528,0.9953815937042236,0.9977107048034668,0.0261805,0.06667732333127684,0.00025,0.035324205,0.036477707,0.0067395885
72,0.00397036060357627,0.005108448523509351,0.9949169158935547,0.9975667595863342,0.02724888,0.07058737449609814,0.00025,0.03662511,0.037939496,0.007182031
73,0.003931033725555712,0.004867686501032189,0.9951674342155457,0.9976382255554199,0.026388109,0.06937555384378845,0.00025,0.03702224,0.035388704,0.006753386
74,0.0039035477958167322,0.0045504588869553575,0.9954736828804016,0.9977498054504395,0.025681237,0.06724946595990239,0.00025,0.035132438,0.035331752,0.00657952
75,0.003882718924135446,0.004839831515203548,0.9951899647712708,0.9976823329925537,0.027167132,0.06833536765826777,0.00025,0.037025977,0.037640918,0.0068345033
76,0.0038843025414707563,0.0047332659552368934,0.9953005909919739,0.9977078437805176,0.026741812,0.06942017585896075,0.00025,0.035541404,0.0379714,0.0067126313
77,0.003876619445630156,0.0045707376697395425,0.9954519271850586,0.9977385997772217,0.025997238,0.06830172171703162,0.00025,0.035382394,0.036111034,0.006498288
78,0.003857894827382633,0.004607509208630912,0.9954171180725098,0.9977383613586426,0.027014183,0.07179845360140451,0.00025,0.035433542,0.0390826,0.0065264055
79,0.0037906725947468426,0.004585721070253396,0.9954397082328796,0.9977385401725769,0.025245905,0.06829898390240563,0.00025,0.034488354,0.03470201,0.006547346
80,0.0035927463263368455,0.004519095526465886,0.9955067038536072,0.9977638125419617,0.024915775,0.05550533861588365,0.000125,0.03415711,0.034102548,0.006487665
81,0.0035402393950441013,0.004507960397985917,0.9955180287361145,0.9977691173553467,0.024761721,0.05767435079422622,0.000125,0.034420423,0.033451524,0.0064132237
82,0.0035152747608221376,0.004423637933368924,0.9955992102622986,0.9978203773498535,0.024999307,0.05867594964921284,0.000125,0.033862337,0.034663446,0.006472138
83,0.003502221534046502,0.004391045510014401,0.9956353306770325,0.9978293776512146,0.024469139,0.057128952107966514,0.000125,0.034055088,0.032906637,0.006445698
84,0.003477786676571392,0.0045427464986149265,0.9954841732978821,0.9977642893791199,0.024731183,0.055161494880724256,0.000125,0.033351302,0.034442853,0.006399393
85,0.0034904270507276247,0.004443729225593277,0.9955765604972839,0.9977936744689941,0.024343302,0.058176267189911,0.000125,0.03407115,0.032558665,0.0064000934
86,0.0034569627560746556,0.004304823996145514,0.9957191348075867,0.997856855392456,0.02396808,0.056368139248115186,0.000125,0.032871157,0.032727808,0.006305279
87,0.0034652038123280096,0.004407169698159906,0.9956144690513611,0.9978095889091492,0.024303509,0.058215707361983796,0.000125,0.033420686,0.033111658,0.0063781845
88,0.003486004881203746,0.004417644271367713,0.9956051707267761,0.9978117346763611,0.024643911,0.06014043977037786,0.000125,0.033733286,0.033730008,0.006468441
89,0.003418679435413105,0.0043722964540312565,0.9956509470939636,0.9978473782539368,0.024318682,0.05502114340234488,0.000125,0.032800023,0.033682562,0.0064734616
90,0.00344996178112091,0.00442867792105373,0.9955975413322449,0.9978154301643372,0.024966292,0.05853653414704548,0.000125,0.033028096,0.03543145,0.006439335
91,0.003435492515563965,0.004373856737643857,0.995650053024292,0.997836172580719,0.024622172,0.058183900047891056,0.000125,0.033156604,0.03436835,0.0063415603
92,0.0033092555908349375,0.004316558566274522,0.9957044720649719,0.9978547692298889,0.02397739,0.04970641424671149,6.25e-05,0.03272498,0.032899838,0.006307346
93,0.003292396426581727,0.004311907140514519,0.995713472366333,0.9978646636009216,0.024160028,0.05054942767222088,6.25e-05,0.032325707,0.033898305,0.0062560774
94,0.0032813495721299045,0.0043512707269644435,0.995670735836029,0.9978544116020203,0.024091316,0.050068571758917726,6.25e-05,0.0326815,0.033268735,0.006323721
95,0.0032543572374045277,0.004299356967588014,0.9957266449928284,0.9978692531585693,0.023727132,0.05068734829751447,6.25e-05,0.032568783,0.032334358,0.0062782546
96,0.003263153588048185,0.004318688489213775,0.9957032203674316,0.9978626370429993,0.023769952,0.051148241522689215,6.25e-05,0.03270151,0.03227857,0.006329776
97,0.003224825325865334,0.004351397103901151,0.995670735836029,0.9978541731834412,0.023784904,0.04992574833024043,6.25e-05,0.032904427,0.032118265,0.0063320156
98,0.0032624371897298308,0.004277196866047534,0.9957441687583923,0.9978718757629395,0.023518732,0.05081774808537846,6.25e-05,0.03227985,0.03202225,0.006254095
99,0.0032370250445966143,0.004392989074127583,0.9956281185150146,0.9978426098823547,0.023746612,0.0515402257799531,6.25e-05,0.032750566,0.03210762,0.006381655
100,0.003247838050793535,0.004265170308608043,0.9957570433616638,0.9978840947151184,0.023597518,0.05068373918747559,6.25e-05,0.032244056,0.03224912,0.0062993737
