epoch,train_loss,val_loss,val_r2,val_pearson,val_mae_avg,grad_norm,lr,epoch_time,total_time,MAE_Phys_P0,MAE_Phys_P1,MAE_Phys_P2
153,0.013767207392488425,0.009967621368697928,0.9901260733604431,0.9952430725097656,0.034826417,0.0429763493065636,0.0029242681991454166,22.66,3608.17,0.050974812,0.044722047,0.008782394
154,0.013673709223445612,0.010018747064131724,0.9900736212730408,0.9951979517936707,0.035663318,0.04114899700418258,0.002879973473962877,22.64,3630.81,0.05168967,0.04659662,0.008703666
155,0.01381055996440851,0.009855498995962022,0.9902300238609314,0.9951353073120117,0.030568177,0.04109488358012975,0.0028355563001774527,22.66,3653.47,0.040932607,0.04223901,0.008532909
156,0.013652813701203075,0.010120071942293191,0.9899711012840271,0.9949996471405029,0.034220804,0.040039191195092645,0.0027910309918515396,22.63,3676.1,0.043017067,0.050571267,0.009074072
157,0.013624931676700092,0.00942979356910609,0.9906607270240784,0.995365560054779,0.031254012,0.040014933282955766,0.0027464118978954176,22.66,3698.76,0.042929884,0.04216497,0.008667183
158,0.013567068325444914,0.009777162648454497,0.9903286099433899,0.995487630367279,0.036933478,0.03974574685882265,0.0027017133974431124,22.62,3721.39,0.045061216,0.05662777,0.009111459
159,0.01347795919107553,0.00935891308361971,0.9907323718070984,0.995361328125,0.03175493,0.03817130221774022,0.002656949895218514,22.62,3744.01,0.042298652,0.044443022,0.008523113
160,0.013421345061768359,0.00990674918210959,0.9901925921440125,0.9953081607818604,0.033051815,0.04040735717208241,0.002612135816893257,22.61,3766.61,0.042752698,0.047241382,0.00916137
161,0.013439876202958079,0.009614879571938817,0.9904659390449524,0.9953088164329529,0.032642048,0.04112127724404152,0.002567285604437835,22.65,3789.27,0.044078473,0.044864926,0.008982742
162,0.0133820768362417,0.009490337552903573,0.9906260371208191,0.9954073429107666,0.034409363,0.04004967366806425,0.0025224137114674794,22.61,3811.88,0.043471877,0.051190566,0.008565644
163,0.013351376445148699,0.009438578086563303,0.9906578063964844,0.9953932762145996,0.03382927,0.039186763984802815,0.002477534598584273,22.67,3834.55,0.0410917,0.051837616,0.008558494
164,0.013249694348905033,0.00987170466893836,0.9902220368385315,0.995251476764679,0.034529,0.03981383418003782,0.002432662728717017,22.68,3857.23,0.041461784,0.053076744,0.009048477
165,0.013207103497684954,0.009916848019708562,0.9901630282402039,0.9952589869499207,0.034040675,0.03963264456381813,0.002387812562460349,22.66,3879.89,0.04812942,0.045370862,0.0086217355
166,0.013349437104246487,0.009834844854813589,0.9902649521827698,0.9952208399772644,0.031716064,0.04158319246630889,0.002342998553414612,22.59,3902.48,0.04454835,0.04183435,0.008765488
167,0.013225665107702676,0.009426480607141423,0.9906644225120544,0.9953977465629578,0.032121647,0.03989468269145336,0.002298235143527974,22.61,3925.1,0.04096198,0.046855323,0.008547639
168,0.013261657934219311,0.009442195107665243,0.9906342625617981,0.9953680038452148,0.03302382,0.03978808102206872,0.0022535367584423107,22.67,3947.77,0.041287627,0.049314078,0.00846975
169,0.01308747983207337,0.009537195857567123,0.9905454516410828,0.9953281879425049,0.030021219,0.03941217978922323,0.002208917802844336,22.6,3970.37,0.039048888,0.042241555,0.008773217
170,0.013094845671242418,0.009631189364421217,0.9904661178588867,0.9953848719596863,0.032422863,0.03797275220719389,0.0021643926558234856,22.66,3993.03,0.043245684,0.04529667,0.008726234
171,0.013007235603210644,0.009309156031548223,0.9907844066619873,0.995415210723877,0.03062626,0.039589824208531514,0.0021199756662380583,22.63,4015.66,0.039513174,0.04406108,0.008304532
172,0.013187489189659826,0.009824921813192247,0.9902512431144714,0.99526047706604,0.035345513,0.039955839961053084,0.0020756811480910865,22.7,4038.36,0.041567244,0.055768013,0.0087012835
173,0.012826401585588058,0.009397493133062049,0.9906975626945496,0.9953716397285461,0.031058677,0.038538614924723345,0.0020315233759174525,22.65,4061.01,0.043322187,0.04143828,0.008415558
174,0.012894371447090904,0.009421776367139213,0.9906614422798157,0.9953291416168213,0.030636007,0.039109259105909365,0.001987516580183712,22.6,4083.61,0.039750937,0.043733325,0.008423759
175,0.012970205313100601,0.009688259680059891,0.9904010891914368,0.9953616261482239,0.032136295,0.03830542845633655,0.0019436749427021289,22.63,4106.25,0.04688143,0.04098474,0.00854272
176,0.012912544579551623,0.009385274935372268,0.9907038807868958,0.9953663945198059,0.03072871,0.03970019644893968,0.0019000125920603868,22.58,4128.82,0.038604017,0.045200236,0.008381883
177,0.012867999153015331,0.009133055240293092,0.9909588694572449,0.9955126643180847,0.029064389,0.039872253599305886,0.0018565435990684465,22.66,4151.48,0.0389523,0.039758824,0.008482046
178,0.0127868637109336,0.009492636481417885,0.9905867576599121,0.9953522682189941,0.031892378,0.03856811185066883,0.0018132819722240325,22.6,4174.08,0.04127699,0.04599924,0.008400896
179,0.012668553251808825,0.009367154368871375,0.990729808807373,0.995405375957489,0.030435374,0.03857113080569349,0.0017702416531981983,22.66,4196.74,0.039906535,0.04301373,0.008385853
180,0.012770816540946596,0.00948808992965312,0.9906219840049744,0.9953534603118896,0.02991741,0.03949639279716693,0.0017274365123424184,22.71,4219.44,0.04113692,0.040253032,0.0083622765
181,0.012709765388561894,0.009384272219259528,0.9907081723213196,0.9953489899635315,0.029536584,0.03837858483838007,0.0016848803442186817,22.6,4242.04,0.03969233,0.040512256,0.008405163
182,0.012778399470515145,0.009726187850855574,0.9903674125671387,0.9953964352607727,0.034226034,0.03889404442577887,0.0016425868631539896,22.64,4264.68,0.041143976,0.05263004,0.008904083
183,0.012700293391657333,0.009552595736105231,0.9905381202697754,0.9953908920288086,0.03199898,0.03838886738347169,0.0016005696988207235,22.68,4287.35,0.03841198,0.048933532,0.008651434
184,0.012663326324365391,0.009309439719477786,0.9907785058021545,0.9954321980476379,0.030477189,0.03828040063500214,0.001558842391844293,22.69,4310.04,0.040795185,0.042342056,0.008294323
185,0.01254577910938202,0.009338201601294022,0.9907448887825012,0.9954398274421692,0.03079323,0.03679425241990973,0.0015174183894394724,22.59,4332.63,0.041033518,0.042893164,0.008453014
186,0.012692806438896984,0.009543577327003961,0.9905455708503723,0.9954388737678528,0.031085609,0.04028221329275412,0.0014763110410768523,22.65,4355.28,0.042144235,0.042433977,0.00867861
187,0.012597017775709256,0.00933362637894063,0.9907566905021667,0.9954286217689514,0.029979134,0.03813383138527314,0.0014355335941807772,22.58,4377.86,0.038832385,0.042791937,0.008313078
188,0.012468240512445711,0.00910921413687211,0.990971565246582,0.9955008029937744,0.029778963,0.03691470013044703,0.0013950991898601767,22.65,4400.51,0.03826401,0.0427561,0.008316779
189,0.012460050491479259,0.009760840029656133,0.990323007106781,0.9954536557197571,0.035011146,0.03883528571349744,0.0013550208586736658,22.67,4423.18,0.04586078,0.05060289,0.00856978
190,0.01249380233569648,0.009217625177359278,0.9908647537231445,0.9954965710639954,0.032480385,0.03864651226911682,0.0013153115164302497,22.61,4445.79,0.04000339,0.049057227,0.008380533
191,0.012544802583444613,0.009001318412491037,0.9910917282104492,0.9955448508262634,0.029404903,0.03873420864367447,0.0012759839600270317,22.66,4468.46,0.039991893,0.040052615,0.008170199
192,0.012278453229715268,0.009324889394301402,0.9907659888267517,0.9954707622528076,0.030720571,0.03594035472566137,0.0012370508633252288,22.56,4491.02,0.046029642,0.03793544,0.008196633
193,0.012440014951907026,0.009248347222050535,0.990839958190918,0.9955123066902161,0.03101029,0.039169447538189996,0.0011985247730658408,22.65,4513.67,0.043230336,0.04157152,0.008229016
194,0.01241306527354085,0.009476496448999719,0.9906039834022522,0.9953839778900146,0.029395781,0.038355727022448285,0.0011604181048262858,22.57,4536.24,0.039790735,0.04008719,0.008309417
195,0.012400068033236665,0.00921048091936715,0.9908760190010071,0.9954835772514343,0.029251933,0.038296499667457115,0.0011227431390193022,22.67,4558.91,0.037843693,0.04165271,0.008259397
196,0.01232323555138926,0.009197893021981927,0.9908905625343323,0.9955087304115295,0.030791244,0.03857035284487013,0.001085512016935417,22.64,4581.54,0.04064557,0.043494157,0.008234002
197,0.012245993263805256,0.009220372272443168,0.9908707737922668,0.9954968094825745,0.029884292,0.03792660975584778,0.0010487367368302407,22.63,4604.18,0.03972781,0.041467536,0.008457525
198,0.012224885221487417,0.009219963339310659,0.9908691048622131,0.9954543709754944,0.02928142,0.036745980697365614,0.001012429150057858,22.67,4626.85,0.03739891,0.042303704,0.0081416415
199,0.012280097022985879,0.008918322339842591,0.9911699891090393,0.9955947399139404,0.028301224,0.036728755335885876,0.0009766009572515653,22.65,4649.49,0.038314115,0.038479004,0.008110549
200,0.012204167180167981,0.0091340677647651,0.9909588694572449,0.9955490231513977,0.028735256,0.03702586135877588,0.000941263704553171,22.65,4672.14,0.038086675,0.03957736,0.008541736
201,0.01219653930907813,0.008864813967596126,0.9912261366844177,0.9956335425376892,0.027869048,0.035686527268764694,0.0009064287798920931,22.6,4694.74,0.038214255,0.037219767,0.008173123
202,0.012141279519175568,0.009144454062739504,0.9909507632255554,0.995572566986084,0.030298097,0.0374604618480316,0.000872107409315435,22.59,4717.33,0.039542146,0.042965032,0.008387111
203,0.012111745322474275,0.008969172646727743,0.9911176562309265,0.995629608631134,0.029861493,0.035545465247794845,0.0008383106533702349,22.66,4739.99,0.038851425,0.042522445,0.008210604
204,0.01218270189084184,0.008884034579313254,0.9912058711051941,0.9956105351448059,0.02802483,0.03539876487498847,0.0008050494035390441,22.64,4762.63,0.03704551,0.03889236,0.008136621
205,0.012150980794010833,0.009025197994859912,0.991069495677948,0.9955344796180725,0.028744383,0.036079776797669764,0.0007723343787299984,22.66,4785.29,0.039122343,0.03888457,0.008226235
206,0.011979117561072207,0.008924657030950618,0.9911606907844543,0.9956610202789307,0.03204363,0.037932491697632846,0.0007401761218224946,22.61,4807.9,0.036451872,0.05170501,0.007974003
207,0.011988164517826166,0.008785847621628,0.9913101196289062,0.9956498146057129,0.027219819,0.035206380880440764,0.0007085849962695991,22.57,4830.47,0.036613826,0.036955692,0.008089938
208,0.011967751164786732,0.008944515940509264,0.9911419749259949,0.9956274032592773,0.02761411,0.03417304624169589,0.0006775711827582807,22.65,4853.12,0.038050614,0.03655694,0.008234778
209,0.011999231557876537,0.008841493461705461,0.9912419319152832,0.9956105351448059,0.026751967,0.034323275589143123,0.0006471446759285345,22.65,4875.77,0.036193807,0.036028907,0.008033191
210,0.011899737885203985,0.009076762802993195,0.9910098910331726,0.9956095814704895,0.027792292,0.035000246464492034,0.0006173152811524774,22.66,4898.43,0.037722044,0.0371881,0.008466728
211,0.011927367018434568,0.008851262587535231,0.9912395477294922,0.9956037402153015,0.02659771,0.033757019704713606,0.000588092611374418,22.63,4921.06,0.03607767,0.035680402,0.008035054
212,0.012016564512405152,0.009007580672638326,0.9910759925842285,0.9955542683601379,0.028094659,0.035091273861523636,0.0005594860840129562,22.63,4943.69,0.037134375,0.039082356,0.008067249
213,0.011993309179434,0.00885972871056086,0.9912257790565491,0.9956024289131165,0.026969863,0.03454793413607076,0.0005315049179260853,22.6,4966.29,0.0361799,0.03669818,0.008031508
214,0.01183144048380014,0.008871912201748619,0.9912174344062805,0.9956071972846985,0.026938038,0.036148461492392966,0.0005041581304402814,22.63,4988.92,0.036813833,0.036017787,0.007982503
215,0.011922732709695736,0.008888923669163185,0.9911991953849792,0.9956153035163879,0.027855702,0.035375800751411494,0.00047745453444454915,22.62,5011.53,0.036405906,0.039130572,0.008030631
216,0.011952756692807133,0.008904463128198552,0.9911804795265198,0.9955825805664062,0.026803808,0.03347833639683243,0.00045140273555033516,22.56,5034.09,0.03634717,0.03604971,0.00801455
217,0.011828231354491018,0.008866506286814242,0.9912192821502686,0.9956029057502747,0.026795758,0.03331033429636742,0.0004260111293182559,22.51,5056.6,0.035911255,0.036455214,0.008020802
218,0.011853227219261681,0.00891194388836245,0.991172730922699,0.9956063628196716,0.026925558,0.03410935191848217,0.0004012878985525049,22.66,5079.26,0.03608312,0.036554206,0.008139348
219,0.011830606399633632,0.008900263641453996,0.9911873936653137,0.9955968856811523,0.026473612,0.03417536440772561,0.00037724101066382817,22.62,5101.88,0.03721134,0.034124896,0.0080845915
220,0.01178756918008335,0.00883421565912947,0.9912509918212891,0.9956077933311462,0.02654411,0.0345061019051094,0.00035387821510191796,22.67,5124.56,0.0355048,0.03614775,0.007979786
221,0.011771548670320845,0.008926739421071885,0.9911594390869141,0.9955732226371765,0.026834026,0.033378856381574,0.00033120704085803644,22.69,5147.25,0.035552736,0.03692994,0.008019405
222,0.011740708122619044,0.008911211279374135,0.9911749362945557,0.9955906271934509,0.027491385,0.03358951196693384,0.00030923479403869745,22.57,5169.81,0.036269266,0.03825243,0.007952468
223,0.011720645922822312,0.00889125428622282,0.9911913871765137,0.9955864548683167,0.026531398,0.03342312016188146,0.00028796855551116814,22.67,5192.49,0.03556242,0.036047183,0.007984592
224,0.011779370780189197,0.00884627541409263,0.9912390112876892,0.9956092238426208,0.026553914,0.03251942140035355,0.0002674151786215575,22.58,5215.07,0.03588672,0.035834856,0.007940164
225,0.011745346239961374,0.00886616223975073,0.991220235824585,0.9956002235412598,0.026084207,0.03363379756934917,0.0002475812869862319,22.61,5237.68,0.035376687,0.034895577,0.007980356
226,0.011660927781662622,0.008913449094265322,0.9911729693412781,0.9955897927284241,0.026443087,0.03304510873656113,0.00022847327235726002,22.68,5260.36,0.035637345,0.035640832,0.008051083
227,0.011693586556675335,0.008927637263189387,0.9911578297615051,0.9955900311470032,0.025975568,0.03228497781906836,0.00021009729256257878,22.69,5283.06,0.035323065,0.03449586,0.008107775
